ruta	tipo	key	name_es	keywords_es	aliases_es	name_de	keywords_de	aliases_de	name_en	keywords_en	aliases_en
Suspensión > suspensión > Amortiguadores, muelles helicoidales, ballestas y componentes relacionados	category	suspension-suspension-suspension-shock-absorbers-coil-springs-leaf-springs-and-related-components	Amortiguadores, muelles helicoidales, ballestas y componentes relacionados			Stoßdämpfer, Schraubenfedern, Blattfedern und zugehörige Bauteile			Shock absorbers, coil springs, leaf springs and related components		
Transmisión > Embrague/accesorios > Kits de embrague y componentes relacionados	category	transmission-transmission-clutch-attachments-clutch-kits-and-related-components	Kits de embrague y componentes relacionados	kits de embrague y componentes relacionados		Kupplungssätze und zugehörige Bauteile	kupplungssätze und zugehörige bauteile		Clutch kits and related components	clutch kits and related components	
Transmisión > Embrague/accesorios > Componentes del mecanismo de liberación del embrague	category	transmission-transmission-clutch-attachments-components-of-the-clutch-release-mechanism	Componentes del mecanismo de liberación del embrague	componentes del mecanismo de liberación del embrague		Bauteile des Kupplungsausrückmechanismus	bauteile des kupplungsausrückmechanismus		Components of the clutch release mechanism	components of the clutch release mechanism	
Transmisión > Embrague/accesorios > Volantes y componentes relacionados	category	transmission-transmission-clutch-attachments-flywheels-and-related-components	Volantes y componentes relacionados	volantes y componentes relacionados		Schwungräder und zugehörige Bauteile	schwungräder und zugehörige bauteile		Flywheels and related components	flywheels and related components	
Transmisión > Embrague/accesorios > Herramientas	category	transmission-transmission-clutch-attachments-tools	Herramientas	herramientas		Werkzeuge	werkzeuge		Tools	tools	
Transmisión > Embrague/accesorios > Cuidado del coche	category	transmission-transmission-clutch-attachments-car-care	Cuidado del coche	cuidado del coche		Autopflege	autopflege		Car care	car care	
Transmisión > transmisión > Productos para la lubricación de cajas de cambios	category	transmission-transmission-transmission-products-for-gearbox-lubrication	Productos para la lubricación de cajas de cambios	productos para la lubricación de cajas de cambios		Produkte für die Getriebeschmierung	produkte für die getriebeschmierung		Products for gearbox lubrication	products for gearbox lubrication	
Transmisión > transmisión > cojinete de caja de cambios	category	transmission-transmission-transmission-gearbox-bearing	cojinete de caja de cambios	cojinete de caja de cambios		Getriebelager	getriebelager		gearbox bearing	gearbox bearing	
Transmisión > transmisión > Piezas de transmisión eléctrica	category	transmission-transmission-transmission-electrical-transmission-parts	Piezas de transmisión eléctrica	piezas de transmisión eléctrica		Elektrische Getriebeteile	elektrische getriebeteile		Electrical transmission parts	electrical transmission parts	
Transmisión > transmisión > Volantes y componentes relacionados	category	transmission-transmission-transmission-flywheels-and-related-components	Volantes y componentes relacionados	volantes y componentes relacionados		Schwungräder und zugehörige Bauteile	schwungräder und zugehörige bauteile		Flywheels and related components	flywheels and related components	
Transmisión > Ejes cardán y diferencial > Ejes cardán y componentes relacionados	category	transmission-transmission-cardan-shafts-differential-cardan-shafts-and-related-components	Ejes cardán y componentes relacionados	ejes cardán y componentes relacionados		Kardanwellen und zugehörige Bauteile	kardanwellen und zugehörige bauteile		Cardan shafts and related components	cardan shafts and related components	
Transmisión > Ejes cardán y diferencial > Aceites y líquidos	category	transmission-transmission-cardan-shafts-differential-oils-and-liquids	Aceites y líquidos	aceites y líquidos		Öle und Flüssigkeiten	öle und flüssigkeiten		Oils and liquids	oils and liquids	
Transmisión > Kits de reparación > Piezas del embrague	category	transmission-transmission-repair-kits-clutch-parts	Piezas del embrague	piezas del embrague		Kupplungsteile	kupplungsteile		Clutch parts	clutch parts	
Interior > interior-interior > Partes interiores	category	interior-interior-interior-interior-parts	Partes interiores			Innenraumteile			Interior parts		
Interior > interior-interior > Cerraduras y componentes relacionados	category	interior-interior-interior-locks-and-related-components	Cerraduras y componentes relacionados			Schlösser und zugehörige Bauteile			Locks and related components		
Interior > interior-interior > Componentes eléctricos	category	interior-interior-interior-electrical-components	Componentes eléctricos			Elektrische Bauteile			Electrical components		
Interior > interior-interior > Componentes del sistema de iluminación y señalización	category	interior-interior-interior-components-of-the-lighting-and-signaling-system	Componentes del sistema de iluminación y señalización			Bauteile der Beleuchtungs- und Signalanlage			Components of the lighting and signaling system		
Carrocería > Sistema lavaparabrisas > Limpiaparabrisas y componentes relacionados	category	body-body-windscreen-washer-system-windscreen-wipers-and-related-components	Limpiaparabrisas y componentes relacionados			Scheibenwischer und zugehörige Bauteile			Windscreen wipers and related components		
Carrocería > Sistema lavaparabrisas > Componentes del accionamiento del limpiaparabrisas	category	body-body-windscreen-washer-system-components-of-the-windshield-wiper-drive	Componentes del accionamiento del limpiaparabrisas			Bauteile des Scheibenwischerantriebs			Components of the windshield wiper drive		
Carrocería > Sistema lavaparabrisas > Componentes del sistema lavaparabrisas y lavaparabrisas trasero	category	body-body-windscreen-washer-system-components-of-the-windshield-and-rear-window-washer-system	Componentes del sistema lavaparabrisas y lavaparabrisas trasero			Bauteile der Windschutz- und Heckscheibenwaschanlage			Components of the windshield and rear window washer system		
Carrocería > Sistema lavaparabrisas > Componentes electrónicos del sistema limpiaparabrisas	category	body-body-windscreen-washer-system-electronic-components-of-the-windshield-wiper-system	Componentes electrónicos del sistema limpiaparabrisas			Elektronische Bauteile der Scheibenwischanlage			Electronic components of the windshield wiper system		
Carrocería > cuerpo > Espejos retrovisores y componentes relacionados	category	body-body-body-rearview-mirrors-and-related-components	Espejos retrovisores y componentes relacionados			Rückspiegel und zugehörige Bauteile			Rearview mirrors and related components		
Carrocería > cuerpo > guardabarros y componentes asociados	category	body-body-body-mudguards-and-associated-components	guardabarros y componentes asociados			Kotflügel und zugehörige Bauteile			mudguards and associated components		
Carrocería > cuerpo > Componentes del sistema de iluminación y señalización	category	body-body-body-components-of-the-lighting-and-signaling-system	Componentes del sistema de iluminación y señalización			Bauteile der Beleuchtungs- und Signalanlage			Components of the lighting and signaling system		
Carrocería > cuerpo > Parachoques y componentes relacionados	category	body-body-body-bumpers-and-related-components	Parachoques y componentes relacionados			Stoßstangen und zugehörige Bauteile			Bumpers and related components		
Carrocería > cuerpo > bombillas incandescentes	category	body-body-body-incandescent-light-bulbs	bombillas incandescentes			Glühlampen			Incandescent light bulbs		
Carrocería > cuerpo > Campanas y componentes relacionados	category	body-body-body-hoods-and-related-components	Campanas y componentes relacionados			Motorhauben und zugehörige Bauteile			Hoods and related components		
Carrocería > cuerpo > Puertas y componentes relacionados	category	body-body-body-doors-and-related-components	Puertas y componentes relacionados			Türen und zugehörige Bauteile			Doors and related components		
Carrocería > cuerpo > Tanques de combustible y componentes asociados	category	body-body-body-fuel-tanks-and-associated-components	Tanques de combustible y componentes asociados			Kraftstofftanks und zugehörige Bauteile			Fuel tanks and associated components		
Carrocería > cuerpo > Partes del cuerpo y componentes relacionados	category	body-body-body-body-parts-and-related-components	Partes del cuerpo y componentes relacionados			Karosserieteile und zugehörige Bauteile			Body parts and related components		
clima > Calefacción y ventilación > Componentes del sistema de calefacción y ventilación	category	climate-climate-heating-and-ventilation-components-of-the-heating-and-ventilation-system	Componentes del sistema de calefacción y ventilación			Bauteile der Heizungs- und Lüftungsanlage			Components of the heating and ventilation system		
Sistemas climáticos > aire acondicionado > Filtros de aire de cabina y componentes relacionados	category	climate-systems-climate-systems-air-conditioning-cabin-air-filters-and-related-components	Filtros de aire de cabina y componentes relacionados			Innenraumfilter und zugehörige Bauteile			Cabin air filters and related components		
